Task ID,LLM,Success,Solution length,Spec ratio,Specification length,Language,Benchmark,Run ID
DT0332,claude-opus-4.1,1,1148,1.2186836518046709,942,dafny,numpy-triple,x236kb5h
DT0330,claude-opus-4.1,1,2276,1.430546825895663,1591,dafny,numpy-triple,x236kb5h
DT0305,claude-opus-4.1,0,2488,1.1047957371225576,2252,dafny,numpy-triple,x236kb5h
DT0333,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0335,claude-opus-4.1,1,1282,1.4837962962962963,864,dafny,numpy-triple,x236kb5h
DT0331,claude-opus-4.1,0,928,1.5622895622895623,594,dafny,numpy-triple,x236kb5h
DT0339,claude-opus-4.1,1,1225,1.2092793682132281,1013,dafny,numpy-triple,x236kb5h
DT0334,claude-opus-4.1,0,2901,1.4984504132231404,1936,dafny,numpy-triple,x236kb5h
DT0342,claude-opus-4.1,1,2267,1.2991404011461318,1745,dafny,numpy-triple,x236kb5h
DT0324,claude-opus-4.1,0,2885,3.539877300613497,815,dafny,numpy-triple,x236kb5h
DT0337,claude-opus-4.1,0,2827,2.672022684310019,1058,dafny,numpy-triple,x236kb5h
DT0345,claude-opus-4.1,1,699,1.3572815533980582,515,dafny,numpy-triple,x236kb5h
DT0347,claude-opus-4.1,0,0,0.0,735,dafny,numpy-triple,x236kb5h
DT0341,claude-opus-4.1,0,2278,1.303203661327231,1748,dafny,numpy-triple,x236kb5h
DT0348,claude-opus-4.1,0,2884,1.648,1750,dafny,numpy-triple,x236kb5h
DT0344,claude-opus-4.1,1,10165,2.602406554019457,3906,dafny,numpy-triple,x236kb5h
DT0352,claude-opus-4.1,1,2196,1.0660194174757283,2060,dafny,numpy-triple,x236kb5h
DT0351,claude-opus-4.1,1,1727,1.141440846001322,1513,dafny,numpy-triple,x236kb5h
DT0353,claude-opus-4.1,1,1561,1.3562119895742832,1151,dafny,numpy-triple,x236kb5h
DT0357,claude-opus-4.1,1,1160,1.5384615384615385,754,dafny,numpy-triple,x236kb5h
DT0360,claude-opus-4.1,1,1647,1.1493370551290998,1433,dafny,numpy-triple,x236kb5h
DT0346,claude-opus-4.1,0,5390,1.9736360307579641,2731,dafny,numpy-triple,x236kb5h
DT0349,claude-opus-4.1,0,4303,2.679327521793275,1606,dafny,numpy-triple,x236kb5h
DT0364,claude-opus-4.1,1,1069,1.440700808625337,742,dafny,numpy-triple,x236kb5h
DT0361,claude-opus-4.1,0,1393,1.1334418226200162,1229,dafny,numpy-triple,x236kb5h
DT0365,claude-opus-4.1,1,1145,1.227224008574491,933,dafny,numpy-triple,x236kb5h
DT0367,claude-opus-4.1,1,1647,1.2263588979895756,1343,dafny,numpy-triple,x236kb5h
DT0355,claude-opus-4.1,0,5199,2.8503289473684212,1824,dafny,numpy-triple,x236kb5h
DT0363,claude-opus-4.1,0,3945,1.7923671058609723,2201,dafny,numpy-triple,x236kb5h
DT0370,claude-opus-4.1,1,1337,1.0324324324324323,1295,dafny,numpy-triple,x236kb5h
DT0366,claude-opus-4.1,1,3894,3.806451612903226,1023,dafny,numpy-triple,x236kb5h
DT0373,claude-opus-4.1,1,638,1.3991228070175439,456,dafny,numpy-triple,x236kb5h
DT0375,claude-opus-4.1,1,899,1.2898134863701578,697,dafny,numpy-triple,x236kb5h
DT0376,claude-opus-4.1,1,1359,1.0233433734939759,1328,dafny,numpy-triple,x236kb5h
DT0372,claude-opus-4.1,0,2521,2.1789109766637855,1157,dafny,numpy-triple,x236kb5h
DT0369,claude-opus-4.1,0,1591,1.2333333333333334,1290,dafny,numpy-triple,x236kb5h
DT0378,claude-opus-4.1,1,1408,1.436734693877551,980,dafny,numpy-triple,x236kb5h
DT0368,claude-opus-4.1,0,5172,2.402229447282861,2153,dafny,numpy-triple,x236kb5h
DT0389,claude-opus-4.1,1,1105,1.038533834586466,1064,dafny,numpy-triple,x236kb5h
DT0388,claude-opus-4.1,0,3975,1.8688293370944993,2127,dafny,numpy-triple,x236kb5h
DT0379,claude-opus-4.1,0,4758,2.241168158266604,2123,dafny,numpy-triple,x236kb5h
DT0396,claude-opus-4.1,1,1182,1.2185567010309277,970,dafny,numpy-triple,x236kb5h
DT0400,claude-opus-4.1,0,0,0.0,1166,dafny,numpy-triple,x236kb5h
DT0393,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0390,claude-opus-4.1,0,3737,2.1440045897877225,1743,dafny,numpy-triple,x236kb5h
DT0404,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0408,claude-opus-4.1,1,1277,1.5023529411764707,850,dafny,numpy-triple,x236kb5h
DT0403,claude-opus-4.1,0,2608,1.4228041462084016,1833,dafny,numpy-triple,x236kb5h
DT0384,claude-opus-4.1,0,2423,1.4756394640682096,1642,dafny,numpy-triple,x236kb5h
DT0411,claude-opus-4.1,0,5308,1.5407837445573294,3445,dafny,numpy-triple,x236kb5h
DT0418,claude-opus-4.1,1,630,1.1072056239015817,569,dafny,numpy-triple,x236kb5h
DT0419,claude-opus-4.1,1,1877,2.6814285714285715,700,dafny,numpy-triple,x236kb5h
DT0406,claude-opus-4.1,0,7625,3.5481619357840857,2149,dafny,numpy-triple,x236kb5h
DT0420,claude-opus-4.1,1,1509,1.8357664233576643,822,dafny,numpy-triple,x236kb5h
DT0413,claude-opus-4.1,0,4088,1.9970688812896922,2047,dafny,numpy-triple,x236kb5h
DT0423,claude-opus-4.1,1,1322,1.4353963083604777,921,dafny,numpy-triple,x236kb5h
DT0427,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0421,claude-opus-4.1,1,2290,2.96248382923674,773,dafny,numpy-triple,x236kb5h
DT0412,claude-opus-4.1,0,6248,1.3494600431965442,4630,dafny,numpy-triple,x236kb5h
DT0433,claude-opus-4.1,1,1806,1.6493150684931508,1095,dafny,numpy-triple,x236kb5h
DT0430,claude-opus-4.1,0,3253,1.9823278488726386,1641,dafny,numpy-triple,x236kb5h
DT0434,claude-opus-4.1,1,3698,2.1587857559836543,1713,dafny,numpy-triple,x236kb5h
DT0443,claude-opus-4.1,1,685,1.0088365243004418,679,dafny,numpy-triple,x236kb5h
DT0437,claude-opus-4.1,0,3357,1.33267169511711,2519,dafny,numpy-triple,x236kb5h
DT0438,claude-opus-4.1,0,1788,1.720885466794995,1039,dafny,numpy-triple,x236kb5h
DT0445,claude-opus-4.1,1,1030,1.8525179856115108,556,dafny,numpy-triple,x236kb5h
DT0448,claude-opus-4.1,1,1557,1.73,900,dafny,numpy-triple,x236kb5h
DT0444,claude-opus-4.1,1,3120,2.3008849557522124,1356,dafny,numpy-triple,x236kb5h
DT0459,claude-opus-4.1,1,1237,1.5481852315394242,799,dafny,numpy-triple,x236kb5h
DT0460,claude-opus-4.1,1,2421,2.163538873994638,1119,dafny,numpy-triple,x236kb5h
DT0461,claude-opus-4.1,0,2639,1.8300970873786409,1442,dafny,numpy-triple,x236kb5h
DT0458,claude-opus-4.1,0,3611,2.6887565152643336,1343,dafny,numpy-triple,x236kb5h
DT0439,claude-opus-4.1,0,5640,5.053763440860215,1116,dafny,numpy-triple,x236kb5h
DT0468,claude-opus-4.1,1,1390,1.3100848256361923,1061,dafny,numpy-triple,x236kb5h
DT0469,claude-opus-4.1,1,747,1.1001472754050075,679,dafny,numpy-triple,x236kb5h
DT0466,claude-opus-4.1,0,4469,1.9995525727069352,2235,dafny,numpy-triple,x236kb5h
DT0467,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0471,claude-opus-4.1,1,1668,1.761351636747624,947,dafny,numpy-triple,x236kb5h
DT0453,claude-opus-4.1,0,4679,2.689080459770115,1740,dafny,numpy-triple,x236kb5h
DT0472,claude-opus-4.1,1,1299,1.4677966101694915,885,dafny,numpy-triple,x236kb5h
DT0470,claude-opus-4.1,0,1064,2.180327868852459,488,dafny,numpy-triple,x236kb5h
DT0481,claude-opus-4.1,1,869,1.2594202898550724,690,dafny,numpy-triple,x236kb5h
DT0474,claude-opus-4.1,1,1312,1.4824858757062147,885,dafny,numpy-triple,x236kb5h
DT0475,claude-opus-4.1,1,2881,1.6672453703703705,1728,dafny,numpy-triple,x236kb5h
DT0485,claude-opus-4.1,1,1139,1.5863509749303621,718,dafny,numpy-triple,x236kb5h
DT0473,claude-opus-4.1,0,3261,1.888245512449334,1727,dafny,numpy-triple,x236kb5h
DT0488,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0482,claude-opus-4.1,0,3948,2.4675,1600,dafny,numpy-triple,x236kb5h
DT0484,claude-opus-4.1,0,3578,1.9910962715637173,1797,dafny,numpy-triple,x236kb5h
DT0492,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0495,claude-opus-4.1,1,798,1.0541611624834875,757,dafny,numpy-triple,x236kb5h
DT0486,claude-opus-4.1,0,2073,2.2557127312295973,919,dafny,numpy-triple,x236kb5h
DT0497,claude-opus-4.1,1,811,2.5664556962025316,316,dafny,numpy-triple,x236kb5h
DT0505,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0504,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0507,claude-opus-4.1,1,1099,1.209020902090209,909,dafny,numpy-triple,x236kb5h
DT0510,claude-opus-4.1,1,1203,0.9950372208436724,1209,dafny,numpy-triple,x236kb5h
DT0512,claude-opus-4.1,1,2172,1.9427549194991056,1118,dafny,numpy-triple,x236kb5h
DT0494,claude-opus-4.1,1,3294,3.526766595289079,934,dafny,numpy-triple,x236kb5h
DT0496,claude-opus-4.1,0,2386,1.9833748960931006,1203,dafny,numpy-triple,x236kb5h
DT0513,claude-opus-4.1,1,1405,1.4035964035964037,1001,dafny,numpy-triple,x236kb5h
DT0520,claude-opus-4.1,1,1013,1.0,1013,dafny,numpy-triple,x236kb5h
DT0518,claude-opus-4.1,1,4401,1.4524752475247524,3030,dafny,numpy-triple,x236kb5h
DT0517,claude-opus-4.1,1,3154,1.2412436048799684,2541,dafny,numpy-triple,x236kb5h
DT0522,claude-opus-4.1,1,960,0.9989594172736732,961,dafny,numpy-triple,x236kb5h
DT0525,claude-opus-4.1,1,2040,1.5235250186706497,1339,dafny,numpy-triple,x236kb5h
DT0528,claude-opus-4.1,1,4390,1.7723052079127977,2477,dafny,numpy-triple,x236kb5h
DT0529,claude-opus-4.1,1,1155,1.2933930571108623,893,dafny,numpy-triple,x236kb5h
DT0524,claude-opus-4.1,0,2807,1.2376543209876543,2268,dafny,numpy-triple,x236kb5h
DT0530,claude-opus-4.1,1,1688,1.5071428571428571,1120,dafny,numpy-triple,x236kb5h
DT0531,claude-opus-4.1,1,2325,2.663230240549828,873,dafny,numpy-triple,x236kb5h
DT0534,claude-opus-4.1,1,3427,1.3604605001984915,2519,dafny,numpy-triple,x236kb5h
DT0506,claude-opus-4.1,0,6129,2.6091954022988504,2349,dafny,numpy-triple,x236kb5h
DT0535,claude-opus-4.1,1,1854,2.329145728643216,796,dafny,numpy-triple,x236kb5h
DT0536,claude-opus-4.1,1,1224,1.421602787456446,861,dafny,numpy-triple,x236kb5h
DT0523,claude-opus-4.1,0,2671,2.689828801611279,993,dafny,numpy-triple,x236kb5h
DT0537,claude-opus-4.1,1,1018,1.1077257889009793,919,dafny,numpy-triple,x236kb5h
DT0540,claude-opus-4.1,1,1655,1.2080291970802919,1370,dafny,numpy-triple,x236kb5h
DT0543,claude-opus-4.1,0,2126,2.378076062639821,894,dafny,numpy-triple,x236kb5h
DT0539,claude-opus-4.1,0,2345,1.836335160532498,1277,dafny,numpy-triple,x236kb5h
DT0546,claude-opus-4.1,1,966,1.1311475409836065,854,dafny,numpy-triple,x236kb5h
DT0547,claude-opus-4.1,1,1233,1.6867305061559508,731,dafny,numpy-triple,x236kb5h
DT0548,claude-opus-4.1,1,1466,1.143525741029641,1282,dafny,numpy-triple,x236kb5h
DT0541,claude-opus-4.1,0,1644,1.477088948787062,1113,dafny,numpy-triple,x236kb5h
DT0549,claude-opus-4.1,1,898,1.7203065134099618,522,dafny,numpy-triple,x236kb5h
DT0545,claude-opus-4.1,0,1615,1.7108050847457628,944,dafny,numpy-triple,x236kb5h
DT0551,claude-opus-4.1,1,1473,1.5907127429805616,926,dafny,numpy-triple,x236kb5h
DT0550,claude-opus-4.1,0,2617,3.4616402116402116,756,dafny,numpy-triple,x236kb5h
DT0552,claude-opus-4.1,0,2926,2.5051369863013697,1168,dafny,numpy-triple,x236kb5h
DT0532,claude-opus-4.1,0,4600,4.401913875598086,1045,dafny,numpy-triple,x236kb5h
DT0556,claude-opus-4.1,1,1028,1.374331550802139,748,dafny,numpy-triple,x236kb5h
DT0555,claude-opus-4.1,1,2265,2.6491228070175437,855,dafny,numpy-triple,x236kb5h
DT0557,claude-opus-4.1,1,985,1.3756983240223464,716,dafny,numpy-triple,x236kb5h
DT0560,claude-opus-4.1,1,1600,1.5444015444015444,1036,dafny,numpy-triple,x236kb5h
DT0561,claude-opus-4.1,1,882,1.1682119205298014,755,dafny,numpy-triple,x236kb5h
DT0562,claude-opus-4.1,0,1774,1.143041237113402,1552,dafny,numpy-triple,x236kb5h
DT0553,claude-opus-4.1,0,4253,3.9054178145087235,1089,dafny,numpy-triple,x236kb5h
DT0554,claude-opus-4.1,0,3859,2.569241011984021,1502,dafny,numpy-triple,x236kb5h
DT0564,claude-opus-4.1,1,1409,1.6102857142857143,875,dafny,numpy-triple,x236kb5h
DT0567,claude-opus-4.1,1,2190,1.4248536109303838,1537,dafny,numpy-triple,x236kb5h
DT0568,claude-opus-4.1,1,2568,1.4541336353340883,1766,dafny,numpy-triple,x236kb5h
DT0563,claude-opus-4.1,0,7266,3.061946902654867,2373,dafny,numpy-triple,x236kb5h
DT0569,claude-opus-4.1,0,1603,1.853179190751445,865,dafny,numpy-triple,x236kb5h
DT0573,claude-opus-4.1,0,2401,2.6947250280583614,891,dafny,numpy-triple,x236kb5h
DT0574,claude-opus-4.1,1,938,1.4105263157894736,665,dafny,numpy-triple,x236kb5h
DT0570,claude-opus-4.1,0,5862,2.838740920096852,2065,dafny,numpy-triple,x236kb5h
DT0566,claude-opus-4.1,0,5368,8.0,671,dafny,numpy-triple,x236kb5h
DT0576,claude-opus-4.1,1,1811,1.6538812785388128,1095,dafny,numpy-triple,x236kb5h
DT0575,claude-opus-4.1,1,1506,1.4452975047984644,1042,dafny,numpy-triple,x236kb5h
DT0565,claude-opus-4.1,0,6062,3.551259519625073,1707,dafny,numpy-triple,x236kb5h
DT0580,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0578,claude-opus-4.1,0,4974,1.6394199077125906,3034,dafny,numpy-triple,x236kb5h
DT0582,claude-opus-4.1,0,4043,1.5216409484380882,2657,dafny,numpy-triple,x236kb5h
DT0587,claude-opus-4.1,0,4552,2.8361370716510903,1605,dafny,numpy-triple,x236kb5h
DT0583,claude-opus-4.1,0,8340,2.0436167605978928,4081,dafny,numpy-triple,x236kb5h
DT0589,claude-opus-4.1,1,2399,1.542765273311897,1555,dafny,numpy-triple,x236kb5h
DT0593,claude-opus-4.1,1,2268,1.4309148264984226,1585,dafny,numpy-triple,x236kb5h
DT0584,claude-opus-4.1,0,3818,1.6578376031263569,2303,dafny,numpy-triple,x236kb5h
DT0588,claude-opus-4.1,0,2888,1.8072590738423029,1598,dafny,numpy-triple,x236kb5h
DT0598,claude-opus-4.1,0,3578,1.7845386533665835,2005,dafny,numpy-triple,x236kb5h
DT0599,claude-opus-4.1,1,1668,2.1747066492829203,767,dafny,numpy-triple,x236kb5h
DT0596,claude-opus-4.1,0,4042,1.5110280373831775,2675,dafny,numpy-triple,x236kb5h
DT0606,claude-opus-4.1,0,4168,1.6552819698173153,2518,dafny,numpy-triple,x236kb5h
DT0600,claude-opus-4.1,0,5060,2.893081761006289,1749,dafny,numpy-triple,x236kb5h
DT0605,claude-opus-4.1,0,6078,2.7690205011389524,2195,dafny,numpy-triple,x236kb5h
DT0608,claude-opus-4.1,1,1505,1.3007778738115816,1157,dafny,numpy-triple,x236kb5h
DT0609,claude-opus-4.1,1,970,1.2864721485411141,754,dafny,numpy-triple,x236kb5h
DT0595,claude-opus-4.1,0,8808,2.4769403824521934,3556,dafny,numpy-triple,x236kb5h
DT0607,claude-opus-4.1,1,5398,3.1202312138728323,1730,dafny,numpy-triple,x236kb5h
DT0613,claude-opus-4.1,0,3749,1.9001520527116067,1973,dafny,numpy-triple,x236kb5h
DT0611,claude-opus-4.1,0,5611,2.7859980139026814,2014,dafny,numpy-triple,x236kb5h
DT0615,claude-opus-4.1,1,1615,1.3024193548387097,1240,dafny,numpy-triple,x236kb5h
DT0612,claude-opus-4.1,0,5120,3.6702508960573477,1395,dafny,numpy-triple,x236kb5h
DT0616,claude-opus-4.1,1,1996,1.0847826086956522,1840,dafny,numpy-triple,x236kb5h
DT0618,claude-opus-4.1,1,919,1.2237017310252996,751,dafny,numpy-triple,x236kb5h
DT0614,claude-opus-4.1,1,3329,1.7230848861283643,1932,dafny,numpy-triple,x236kb5h
DT0619,claude-opus-4.1,1,1184,1.2307692307692308,962,dafny,numpy-triple,x236kb5h
DT0622,claude-opus-4.1,1,1693,1.108709888670596,1527,dafny,numpy-triple,x236kb5h
DT0623,claude-opus-4.1,1,1569,1.2134570765661252,1293,dafny,numpy-triple,x236kb5h
DT0628,claude-opus-4.1,1,2158,1.021780303030303,2112,dafny,numpy-triple,x236kb5h
DT0631,claude-opus-4.1,1,2546,1.6134347275031686,1578,dafny,numpy-triple,x236kb5h
DT0632,claude-opus-4.1,1,843,1.3444976076555024,627,dafny,numpy-triple,x236kb5h
DT0610,claude-opus-4.1,0,4876,3.2724832214765103,1490,dafny,numpy-triple,x236kb5h
DT0635,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0630,claude-opus-4.1,0,5275,2.7821729957805905,1896,dafny,numpy-triple,x236kb5h
DT0637,claude-opus-4.1,1,2645,1.891988555078684,1398,dafny,numpy-triple,x236kb5h
DT0624,claude-opus-4.1,0,8078,3.5336832895888013,2286,dafny,numpy-triple,x236kb5h
DT0636,claude-opus-4.1,0,3423,2.0435820895522387,1675,dafny,numpy-triple,x236kb5h
DT0633,claude-opus-4.1,0,4734,2.9096496619545174,1627,dafny,numpy-triple,x236kb5h
DT0646,claude-opus-4.1,1,2289,1.020963425512935,2242,dafny,numpy-triple,x236kb5h
DT0649,claude-opus-4.1,1,3085,1.3172502134927413,2342,dafny,numpy-triple,x236kb5h
DT0651,claude-opus-4.1,1,951,1.2868741542625168,739,dafny,numpy-triple,x236kb5h
DT0652,claude-opus-4.1,1,1713,1.3187066974595842,1299,dafny,numpy-triple,x236kb5h
DT0654,claude-opus-4.1,0,0,-1,0,dafny,numpy-triple,x236kb5h
DT0641,claude-opus-4.1,0,4457,2.3322867608581896,1911,dafny,numpy-triple,x236kb5h
DT0655,claude-opus-4.1,1,1308,1.6248447204968943,805,dafny,numpy-triple,x236kb5h
DT0657,claude-opus-4.1,1,835,1.3577235772357723,615,dafny,numpy-triple,x236kb5h
DT0640,claude-opus-4.1,1,6210,3.094170403587444,2007,dafny,numpy-triple,x236kb5h
DT0659,claude-opus-4.1,1,655,1.0186625194401244,643,dafny,numpy-triple,x236kb5h
DT0661,claude-opus-4.1,1,820,1.0049019607843137,816,dafny,numpy-triple,x236kb5h
DT0662,claude-opus-4.1,1,973,1.0135416666666666,960,dafny,numpy-triple,x236kb5h
DT0664,claude-opus-4.1,1,2417,1.1384832783796515,2123,dafny,numpy-triple,x236kb5h
DT0642,claude-opus-4.1,0,8471,2.4703995333916593,3429,dafny,numpy-triple,x236kb5h
DT0656,claude-opus-4.1,0,7983,3.39124893797791,2354,dafny,numpy-triple,x236kb5h
DT0663,claude-opus-4.1,0,5283,2.8711956521739133,1840,dafny,numpy-triple,x236kb5h
DD0923,claude-opus-4.1,1,2087,3.623263888888889,576,dafny,dafnybench,DD_OPUS
DD0654,claude-opus-4.1,1,689,1.9463276836158192,354,dafny,dafnybench,DD_OPUS
DD0577,claude-opus-4.1,1,963,3.2755102040816326,294,dafny,dafnybench,DD_OPUS
DD0131,claude-opus-4.1,1,2501,4.539019963702359,551,dafny,dafnybench,DD_OPUS
DD0004,claude-opus-4.1,1,6969,5.487401574803149,1270,dafny,dafnybench,DD_OPUS
DD0124,claude-opus-4.1,1,612,1.5896103896103897,385,dafny,dafnybench,DD_OPUS
DD0744,claude-opus-4.1,1,799,2.069948186528497,386,dafny,dafnybench,DD_OPUS
DD0367,claude-opus-4.1,0,0,0.0,563,dafny,dafnybench,DD_OPUS
DD0469,claude-opus-4.1,0,0,0.0,440,dafny,dafnybench,DD_OPUS
DD0734,claude-opus-4.1,1,646,1.5093457943925233,428,dafny,dafnybench,DD_OPUS
DD0056,claude-opus-4.1,1,1046,2.0,523,dafny,dafnybench,DD_OPUS
DD0012,claude-opus-4.1,1,3700,3.274336283185841,1130,dafny,dafnybench,DD_OPUS
DD0848,claude-opus-4.1,1,2264,4.817021276595745,470,dafny,dafnybench,DD_OPUS
DD0264,claude-opus-4.1,1,2612,4.5190311418685125,578,dafny,dafnybench,DD_OPUS
DD0850,claude-opus-4.1,1,4917,2.930274135876043,1678,dafny,dafnybench,DD_OPUS
DD0043,claude-opus-4.1,1,460,1.6487455197132617,279,dafny,dafnybench,DD_OPUS
DD0167,claude-opus-4.1,1,628,1.8255813953488371,344,dafny,dafnybench,DD_OPUS
DD0136,claude-opus-4.1,1,1384,2.6615384615384614,520,dafny,dafnybench,DD_OPUS
DD0147,claude-opus-4.1,1,5983,6.655172413793103,899,dafny,dafnybench,DD_OPUS
DD0433,claude-opus-4.1,1,2258,4.181481481481481,540,dafny,dafnybench,DD_OPUS
DD0425,claude-opus-4.1,1,459,1.5612244897959184,294,dafny,dafnybench,DD_OPUS
DD0648,claude-opus-4.1,1,707,1.845953002610966,383,dafny,dafnybench,DD_OPUS
DD0113,claude-opus-4.1,1,706,2.0764705882352943,340,dafny,dafnybench,DD_OPUS
DD0773,claude-opus-4.1,1,8961,21.802919708029197,411,dafny,dafnybench,DD_OPUS
DD0078,claude-opus-4.1,1,404,1.5598455598455598,259,dafny,dafnybench,DD_OPUS
DD0760,claude-opus-4.1,1,200,0.8583690987124464,233,dafny,dafnybench,DD_OPUS
DD0801,claude-opus-4.1,1,1224,2.4,510,dafny,dafnybench,DD_OPUS
DD0270,claude-opus-4.1,1,724,1.5371549893842889,471,dafny,dafnybench,DD_OPUS
DD0735,claude-opus-4.1,1,528,1.5855855855855856,333,dafny,dafnybench,DD_OPUS
DD0583,claude-opus-4.1,1,451,1.4317460317460318,315,dafny,dafnybench,DD_OPUS
DD0794,claude-opus-4.1,1,1406,4.38006230529595,321,dafny,dafnybench,DD_OPUS
DD0060,claude-opus-4.1,1,5457,8.5265625,640,dafny,dafnybench,DD_OPUS
DD0168,claude-opus-4.1,1,1703,4.163814180929095,409,dafny,dafnybench,DD_OPUS
DD0453,claude-opus-4.1,1,6493,8.157035175879397,796,dafny,dafnybench,DD_OPUS
DD0164,claude-opus-4.1,1,2091,6.534375,320,dafny,dafnybench,DD_OPUS
DD0743,claude-opus-4.1,1,5319,4.035660091047041,1318,dafny,dafnybench,DD_OPUS
DD0400,claude-opus-4.1,0,0,0.0,704,dafny,dafnybench,DD_OPUS
DD0128,claude-opus-4.1,1,1570,2.9236499068901303,537,dafny,dafnybench,DD_OPUS
DD0703,claude-opus-4.1,1,330,0.9593023255813954,344,dafny,dafnybench,DD_OPUS
DD0262,claude-opus-4.1,1,1259,2.3058608058608057,546,dafny,dafnybench,DD_OPUS
DD0105,claude-opus-4.1,1,461,1.5315614617940199,301,dafny,dafnybench,DD_OPUS
DD0140,claude-opus-4.1,1,3162,5.209225700164745,607,dafny,dafnybench,DD_OPUS
DD0054,claude-opus-4.1,1,2013,3.4176570458404076,589,dafny,dafnybench,DD_OPUS
DD0462,claude-opus-4.1,0,0,0.0,450,dafny,dafnybench,DD_OPUS
DD0754,claude-opus-4.1,1,492,1.5471698113207548,318,dafny,dafnybench,DD_OPUS
DD0871,claude-opus-4.1,1,1238,2.506072874493927,494,dafny,dafnybench,DD_OPUS
DD0080,claude-opus-4.1,1,167,0.7952380952380952,210,dafny,dafnybench,DD_OPUS
DD0741,claude-opus-4.1,1,2151,2.52168815943728,853,dafny,dafnybench,DD_OPUS
DD0617,claude-opus-4.1,1,2688,3.5792276964047938,751,dafny,dafnybench,DD_OPUS
DD0646,claude-opus-4.1,1,347,0.9585635359116023,362,dafny,dafnybench,DD_OPUS
DD0752,claude-opus-4.1,1,347,1.0,347,dafny,dafnybench,DD_OPUS
DD0082,claude-opus-4.1,1,550,1.6272189349112427,338,dafny,dafnybench,DD_OPUS
DD0046,claude-opus-4.1,1,493,1.4248554913294798,346,dafny,dafnybench,DD_OPUS
DD0454,claude-opus-4.1,1,674,1.856749311294766,363,dafny,dafnybench,DD_OPUS
DD0858,claude-opus-4.1,1,7608,7.8921161825726145,964,dafny,dafnybench,DD_OPUS
DD0803,claude-opus-4.1,1,276,0.9484536082474226,291,dafny,dafnybench,DD_OPUS
DD0455,claude-opus-4.1,1,887,2.3342105263157893,380,dafny,dafnybench,DD_OPUS
DD0276,claude-opus-4.1,1,2623,5.183794466403162,506,dafny,dafnybench,DD_OPUS
DD0717,claude-opus-4.1,1,2014,4.577272727272727,440,dafny,dafnybench,DD_OPUS
DD0677,claude-opus-4.1,1,1686,2.782178217821782,606,dafny,dafnybench,DD_OPUS
DD0727,claude-opus-4.1,1,442,1.1077694235588973,399,dafny,dafnybench,DD_OPUS
DD0067,claude-opus-4.1,1,434,1.3954983922829582,311,dafny,dafnybench,DD_OPUS
DD0466,claude-opus-4.1,0,0,0.0,604,dafny,dafnybench,DD_OPUS
DD0094,claude-opus-4.1,1,165,0.7932692307692307,208,dafny,dafnybench,DD_OPUS
DD0831,claude-opus-4.1,1,1140,3.1147540983606556,366,dafny,dafnybench,DD_OPUS
DD0363,claude-opus-4.1,0,0,0.0,461,dafny,dafnybench,DD_OPUS
DD0532,claude-opus-4.1,1,2978,8.136612021857923,366,dafny,dafnybench,DD_OPUS
DD0878,claude-opus-4.1,1,4588,3.6910699919549477,1243,dafny,dafnybench,DD_OPUS
DD0682,claude-opus-4.1,1,242,0.9063670411985019,267,dafny,dafnybench,DD_OPUS
DD0587,claude-opus-4.1,1,846,1.5494505494505495,546,dafny,dafnybench,DD_OPUS
DD0896,claude-opus-4.1,1,1597,6.913419913419913,231,dafny,dafnybench,DD_OPUS
DD0740,claude-opus-4.1,1,384,1.2307692307692308,312,dafny,dafnybench,DD_OPUS
